episode,return,length,epsilon,learning_rate,val_return
1,-275.3859199095942,102,0.995,0.001,
2,-531.9769115799913,126,0.990025,0.001,
3,-146.32813744029787,77,0.985074875,0.001,
4,-459.5253701595266,100,0.9801495006250001,0.001,
5,-394.28134092627886,107,0.9752487531218751,0.001,
6,-453.83572053676227,93,0.9703725093562657,0.001,
7,-384.7621358096637,74,0.9655206468094844,0.001,
8,-161.15897161233664,82,0.960693043575437,0.001,
9,-392.00427979857193,89,0.9558895783575597,0.001,
10,-295.63266631079466,103,0.9511101304657719,0.001,
11,-566.2896951587825,125,0.946354579813443,0.001,
12,-228.80903809438428,119,0.9416228069143757,0.001,
13,-230.38399383362744,86,0.9369146928798039,0.001,
14,-247.68938842819597,103,0.9322301194154049,0.001,
15,-217.11887064632828,127,0.9275689688183278,0.001,
16,-206.51865628604887,85,0.9229311239742362,0.001,
17,-234.91320812009772,81,0.918316468354365,0.001,
18,-141.06464573092072,116,0.9137248860125932,0.001,
19,-194.44405936902837,84,0.9091562615825302,0.001,
20,-277.62912660318636,119,0.9046104802746175,0.001,
21,-346.5110988846336,99,0.9000874278732445,0.001,
22,-337.40376460376547,120,0.8955869907338783,0.001,
23,-311.1304657930832,82,0.8911090557802088,0.001,
24,-200.3690569325194,102,0.8866535105013078,0.001,
25,-132.49721193960877,164,0.8822202429488013,0.001,
26,-170.81669436853497,77,0.8778091417340573,0.001,
27,-304.12730114346397,125,0.8734200960253871,0.001,
28,-250.47660037348106,115,0.8690529955452602,0.001,
29,-78.69363131096746,80,0.8647077305675338,0.001,
30,-228.71013181071402,82,0.8603841919146962,0.001,-220.89081661939562
31,-219.336084918674,75,0.8560822709551227,0.001,
32,-211.8136463325971,72,0.851801859600347,0.001,
33,-235.26993631425572,115,0.8475428503023453,0.001,
34,-304.3650315987929,128,0.8433051360508336,0.001,
35,-286.10811969287573,108,0.8390886103705794,0.001,
36,-168.73525170187366,129,0.8348931673187264,0.001,
37,-379.29340846889875,123,0.8307187014821328,0.001,
38,-162.24961633421805,74,0.8265651079747222,0.001,
39,-248.452493157046,107,0.8224322824348486,0.001,
40,-232.47101106356249,79,0.8183201210226743,0.001,
41,-228.28577664333753,69,0.8142285204175609,0.001,
42,-175.3449758006955,99,0.810157377815473,0.001,
43,-125.02202729544996,167,0.8061065909263957,0.001,
44,-177.73557055710143,111,0.8020760579717637,0.001,
45,-244.66650623716228,126,0.798065677681905,0.001,
46,-217.05299526383362,95,0.7940753492934954,0.001,
47,-193.84384157472783,121,0.7901049725470279,0.001,
48,-260.1754450603329,134,0.7861544476842928,0.001,
49,-193.99078802194427,75,0.7822236754458713,0.001,
50,-149.71829006002696,143,0.778312557068642,0.001,
51,-230.70290630638735,117,0.7744209942832988,0.001,
52,-219.19470348831967,144,0.7705488893118823,0.001,
53,-162.4796766424471,91,0.7666961448653229,0.001,
54,-182.14398508468958,111,0.7628626641409962,0.001,
55,-191.84202530166485,81,0.7590483508202912,0.001,
56,-136.70864967469467,82,0.7552531090661897,0.001,
57,-215.05295799213965,86,0.7514768435208588,0.001,
58,-263.2965523698027,132,0.7477194593032545,0.001,
59,-323.732497579531,115,0.7439808620067382,0.001,
60,-231.32214484424543,119,0.7402609576967045,0.001,-204.6359660015038
61,-199.34509333095224,87,0.736559652908221,0.001,
62,-179.49363405690087,100,0.7328768546436799,0.001,
63,-175.18579746411766,88,0.7292124703704616,0.001,
64,-160.40094817212025,67,0.7255664080186093,0.001,
65,-195.29304829421943,160,0.7219385759785162,0.001,
66,-185.89322234749056,92,0.7183288830986236,0.001,
67,-315.8221659800686,126,0.7147372386831305,0.001,
68,-234.0619927666901,90,0.7111635524897149,0.001,
69,-156.84007535824793,129,0.7076077347272662,0.001,
70,-233.39159386484027,116,0.7040696960536299,0.001,
71,-227.42843072947596,143,0.7005493475733617,0.001,
72,-200.63709496285625,102,0.697046600835495,0.001,
73,-176.14177055407336,89,0.6935613678313175,0.001,
74,-233.45967418073968,128,0.6900935609921609,0.001,
75,-161.63636517163258,75,0.6866430931872001,0.001,
76,-154.35549818249712,143,0.6832098777212641,0.001,
77,-195.70006237733244,158,0.6797938283326578,0.001,
78,-120.6914229436049,89,0.6763948591909945,0.001,
79,-21.98323726761525,1000,0.6730128848950395,0.001,
80,-226.62941489971303,118,0.6696478204705644,0.001,
81,-184.25041081593676,118,0.6662995813682115,0.001,
82,-147.85372595575808,96,0.6629680834613705,0.001,
83,-189.52569776553347,156,0.6596532430440636,0.001,
84,-215.62435922215025,146,0.6563549768288433,0.001,
85,-109.66774102225449,118,0.653073201944699,0.001,
86,-119.5645923922984,119,0.6498078359349755,0.001,
87,-154.25772988939752,123,0.6465587967553006,0.001,
88,-185.4769498003717,177,0.6433260027715241,0.001,
89,-182.99977837766147,99,0.6401093727576664,0.001,
90,-116.42930852395526,116,0.6369088258938781,0.001,-158.9030047264097
91,-282.8777965497221,111,0.6337242817644086,0.001,
92,-257.99321926386443,140,0.6305556603555866,0.001,
93,-120.12873326081743,94,0.6274028820538087,0.001,
94,-270.13936791584604,134,0.6242658676435396,0.001,
95,-120.98639882931064,119,0.6211445383053219,0.001,
96,-184.33191140527927,154,0.6180388156137953,0.001,
97,-212.57181647930938,155,0.6149486215357263,0.001,
98,-180.76708771953872,107,0.6118738784280476,0.001,
99,-172.24301889076867,81,0.6088145090359074,0.001,
100,-155.8756384319239,105,0.6057704364907278,0.001,
101,-172.50555707856194,116,0.6027415843082742,0.001,
102,-127.41158307842717,161,0.5997278763867329,0.001,
103,-28.751190250678423,1000,0.5967292370047992,0.001,
104,-141.70662948778414,172,0.5937455908197752,0.001,
105,-194.62495680498986,147,0.5907768628656763,0.001,
106,-192.82861424752102,174,0.5878229785513479,0.001,
107,-145.64780108447823,138,0.5848838636585911,0.001,
108,-238.62706323861937,100,0.5819594443402982,0.001,
109,-157.6555506559133,171,0.5790496471185967,0.001,
110,-174.87615446401338,211,0.5761543988830038,0.001,
111,-158.25463432289203,159,0.5732736268885887,0.001,
112,-243.5313375251854,161,0.5704072587541458,0.001,
113,-173.03646391718408,169,0.567555222460375,0.001,
114,-134.06962612722438,185,0.5647174463480732,0.001,
115,-73.01675466979167,205,0.5618938591163328,0.001,
116,-188.95839165091976,148,0.5590843898207511,0.001,
117,-123.52334500297259,81,0.5562889678716474,0.001,
118,-74.40086792679156,132,0.5535075230322891,0.001,
119,-392.0668858812902,232,0.5507399854171277,0.001,
120,-128.33678943946998,191,0.547986285490042,0.001,-188.24497660993896
121,-180.11171958924294,158,0.5452463540625918,0.001,
122,-132.34254412630105,218,0.5425201222922789,0.001,
123,-357.0527100511516,559,0.5398075216808175,0.001,
124,-123.94561506028779,90,0.5371084840724134,0.001,
125,-326.2388816448651,221,0.5344229416520513,0.001,
126,-362.695067544071,151,0.531750826943791,0.001,
127,-199.07097444460538,130,0.5290920728090721,0.001,
128,-116.04363101710226,199,0.5264466124450268,0.001,
129,-156.3750079425339,189,0.5238143793828016,0.001,
130,-469.8786242173594,254,0.5211953074858876,0.001,
131,-142.56976280601248,108,0.5185893309484582,0.001,
132,-114.91090821122978,198,0.5159963842937159,0.001,
133,-20.121505712418774,1000,0.5134164023722473,0.001,
134,-159.066128748766,92,0.510849320360386,0.001,
135,-195.36423470852944,117,0.5082950737585841,0.001,
136,-159.3540713743267,334,0.5057535983897912,0.001,
137,37.92245345378105,1000,0.5032248303978422,0.001,
138,-246.5227188856603,126,0.500708706245853,0.001,
139,-139.7844794325982,100,0.4982051627146237,0.001,
140,-90.16684472444388,130,0.49571413690105054,0.001,
141,-207.9126715629072,169,0.4932355662165453,0.001,
142,-130.25297862768804,216,0.4907693883854626,0.001,
143,-94.73400653552636,203,0.4883155414435353,0.001,
144,-96.93845456907879,256,0.4858739637363176,0.001,
145,59.14860911055754,1000,0.483444593917636,0.001,
146,-113.10606028972695,178,0.4810273709480478,0.001,
147,-172.02245492404103,137,0.47862223409330756,0.001,
148,-82.7586665465971,1000,0.47622912292284103,0.001,
149,-87.63029149648045,241,0.4738479773082268,0.001,
150,18.39057169712484,1000,0.47147873742168567,0.001,-288.6498329936307
151,-175.53636837139607,147,0.46912134373457726,0.001,
152,-78.11810344279286,73,0.46677573701590436,0.001,
153,-4.652778797688448,1000,0.46444185833082485,0.001,
154,-106.66128500865608,272,0.46211964903917074,0.001,
155,-253.74524454790068,276,0.4598090507939749,0.001,
156,-302.97464582769845,228,0.457510005540005,0.001,
157,-134.3627977811506,176,0.45522245551230495,0.001,
158,-177.19108538724367,283,0.4529463432347434,0.001,
159,-150.051415069496,199,0.4506816115185697,0.001,
160,-59.49216404495192,93,0.4484282034609769,0.001,
161,-203.35509031152796,89,0.446186062443672,0.001,
162,-151.60865912508896,185,0.4439551321314536,0.001,
163,-120.66343780746809,152,0.4417353564707963,0.001,
164,-112.94250167103718,226,0.43952667968844233,0.001,
165,-144.3331546050788,258,0.43732904629000013,0.001,
166,-187.77384587029087,119,0.4351424010585501,0.001,
167,-97.24665289990398,258,0.43296668905325736,0.001,
168,-156.43664986959385,113,0.43080185560799106,0.001,
169,-4.116272686676808,1000,0.4286478463299511,0.001,
170,-292.7263224337516,103,0.42650460709830135,0.001,
171,-161.49733605466352,111,0.42437208406280985,0.001,
172,-117.72773718968035,121,0.4222502236424958,0.001,
173,-92.7621069101118,129,0.42013897252428334,0.001,
174,-183.010659683474,105,0.4180382776616619,0.001,
175,-104.32823993937772,195,0.4159480862733536,0.001,
176,-194.62121335844552,325,0.41386834584198684,0.001,
177,-85.79486501998899,203,0.4117990041127769,0.001,
178,-115.40926008881968,1000,0.40974000909221303,0.001,
179,-71.772087355655,192,0.40769130904675194,0.001,
180,56.94438378393912,1000,0.40565285250151817,0.001,-185.00347645342936
181,-445.15116906518904,200,0.4036245882390106,0.001,
182,-85.45291724231389,145,0.4016064652978155,0.001,
183,-93.58886110766892,1000,0.3995984329713264,0.001,
184,-186.16891172210356,312,0.3976004408064698,0.001,
185,-227.41407201439316,572,0.39561243860243744,0.001,
186,-207.79317678240292,362,0.3936343764094253,0.001,
187,-108.62810043501696,264,0.39166620452737816,0.001,
188,-144.31380980398038,307,0.3897078735047413,0.001,
189,-99.14477019724205,1000,0.3877593341372176,0.001,
190,-221.5006976826238,195,0.3858205374665315,0.001,
191,-130.28059087291612,158,0.38389143477919885,0.001,
192,-288.5926344028087,235,0.3819719776053028,0.001,
193,-151.52845173480839,192,0.3800621177172763,0.001,
194,-71.03261627923567,95,0.37816180712868996,0.001,
195,-160.52779154262157,259,0.37627099809304654,0.001,
196,87.08364069109217,1000,0.3743896431025813,0.001,
197,-83.69607030026378,118,0.37251769488706843,0.001,
198,96.56433143989088,1000,0.3706551064126331,0.001,
199,-125.3612456078413,85,0.36880183088056995,0.001,
200,16.72448103593621,1000,0.3669578217261671,0.001,
201,-49.7653491489538,1000,0.36512303261753626,0.001,
202,-149.17538937399192,1000,0.3632974174544486,0.001,
203,-132.15811003633257,164,0.3614809303671764,0.001,
204,16.572731215551002,1000,0.3596735257153405,0.001,
205,-221.26089863521375,388,0.3578751580867638,0.001,
206,-148.37025461214,109,0.35608578229633,0.001,
207,-224.98282385092105,426,0.3543053533848483,0.001,
208,71.28754090418707,1000,0.35253382661792404,0.001,
209,198.39109081290317,907,0.3507711574848344,0.001,
210,-17.535969044751354,1000,0.34901730169741024,0.001,-231.1380917033927
211,-106.99952504628361,1000,0.3472722151889232,0.001,
212,-278.8264432982144,554,0.3455358541129786,0.001,
213,-205.38092560370652,510,0.3438081748424137,0.001,
214,-56.12662442654094,1000,0.3420891339682016,0.001,
215,-210.7572122231475,1000,0.3403786882983606,0.001,
216,-51.61829312990775,1000,0.3386767948568688,0.001,
217,-44.59590623596134,1000,0.33698341088258443,0.001,
218,-55.09868504213556,1000,0.3352984938281715,0.001,
219,-67.31343168889491,1000,0.33362200135903064,0.001,
220,-219.6917333443467,109,0.33195389135223546,0.001,
221,-207.9090115614438,120,0.3302941218954743,0.001,
222,-179.2247199349736,56,0.32864265128599696,0.001,
223,-199.78177691814955,288,0.326999438029567,0.001,
224,-91.59361825904529,1000,0.3253644408394192,0.001,
225,-376.43322623748816,172,0.3237376186352221,0.001,
226,-133.57005968503768,156,0.322118930542046,0.001,
227,-208.12341977563568,384,0.32050833588933575,0.001,
228,-97.54600245380898,1000,0.31890579420988907,0.001,
229,-183.5301929882771,63,0.3173112652388396,0.001,
230,-158.71191582419465,126,0.3157247089126454,0.001,
231,-135.71426636715813,114,0.3141460853680822,0.001,
232,-2.7925448647027116,1000,0.3125753549412418,0.001,
233,-111.8363306014692,201,0.31101247816653554,0.001,
234,-171.0507373253596,395,0.30945741577570285,0.001,
235,-223.37347692294006,332,0.3079101286968243,0.001,
236,-259.1600592481162,307,0.3063705780533402,0.001,
237,-78.02431686196975,1000,0.30483872516307353,0.001,
238,-337.2519195976898,819,0.3033145315372582,0.001,
239,-6.517476370019164,1000,0.3017979588795719,0.001,
240,-151.0788645775017,186,0.30028896908517405,0.001,-153.84124881105612
241,-140.00721701763908,1000,0.2987875242397482,0.001,
242,-26.544136321970047,1000,0.29729358661854943,0.001,
243,-401.54015987068453,96,0.29580711868545667,0.001,
244,-130.7784282108403,1000,0.2943280830920294,0.001,
245,-14.290109406274933,1000,0.29285644267656924,0.001,
246,-214.2399761162921,416,0.2913921604631864,0.001,
247,-39.03774978376666,1000,0.28993519966087045,0.001,
248,57.91743380614448,1000,0.2884855236625661,0.001,
249,300.4926167351998,932,0.28704309604425327,0.001,
250,-374.7156024716446,798,0.285607880564032,0.001,
251,17.69171621238367,1000,0.28417984116121187,0.001,
252,-240.67763672602462,514,0.2827589419554058,0.001,
253,-141.92382717277155,1000,0.28134514724562876,0.001,
254,-63.226402326575936,1000,0.2799384215094006,0.001,
255,-114.90876581440443,1000,0.27853872940185365,0.001,
256,-244.98791187144693,572,0.27714603575484437,0.001,
257,-68.15353176709314,247,0.2757603055760701,0.001,
258,-306.313224455568,896,0.2743815040481898,0.001,
259,-152.73137793164423,1000,0.2730095965279488,0.001,
260,-71.61015562248318,1000,0.27164454854530906,0.001,
261,-399.555546089664,178,0.2702863258025825,0.001,
262,-143.92055865468228,1000,0.2689348941735696,0.001,
263,-230.40893384034015,1000,0.26759021970270175,0.001,
264,-136.22260517657583,1000,0.2662522686041882,0.001,
265,-139.6712067449024,1000,0.2649210072611673,0.001,
266,-47.7856573231501,1000,0.26359640222486147,0.001,
267,-126.68563248417763,1000,0.26227842021373715,0.001,
268,-177.07481378058802,366,0.2609670281126685,0.001,
269,-103.67401584919348,265,0.25966219297210513,0.001,
270,-25.97512289743798,1000,0.2583638820072446,0.001,-306.0116604658237
271,-192.51999460289483,568,0.2570720625972084,0.001,
272,-91.94658082635065,1000,0.25578670228422234,0.001,
273,174.23796096563166,872,0.25450776877280124,0.001,
274,-54.885571358083496,1000,0.2532352299289372,0.001,
275,-26.613576743358585,1000,0.2519690537792925,0.001,
276,-1.7501745699205784,1000,0.2507092085103961,0.001,
277,-533.1777386876323,345,0.2494556624678441,0.001,
278,-9.604139927643077,1000,0.24820838415550486,0.001,
279,-453.6279234563531,870,0.24696734223472733,0.001,
280,-112.87455506511792,135,0.2457325055235537,0.001,
281,-273.9006462881494,963,0.24450384299593592,0.001,
282,-237.60359299374906,654,0.24328132378095624,0.001,
283,-380.63007808820856,906,0.24206491716205145,0.001,
284,-56.48905176434132,1000,0.2408545925762412,0.001,
285,-6.71250801744192,1000,0.23965031961336,0.001,
286,-35.820861748026914,1000,0.2384520680152932,0.001,
287,-176.2458321801845,1000,0.23725980767521673,0.001,
288,-30.51120322230192,1000,0.23607350863684065,0.001,
289,246.50494299785638,895,0.23489314109365644,0.001,
290,-61.49126940712086,1000,0.23371867538818816,0.001,
291,-337.71233406422937,668,0.23255008201124722,0.001,
292,-22.836785885109933,1000,0.231387331601191,0.001,
293,22.386728708589324,1000,0.23023039494318503,0.001,
294,-238.18066064165765,583,0.2290792429684691,0.001,
295,-162.79581194643532,74,0.22793384675362674,0.001,
296,-136.40250817254127,1000,0.22679417751985861,0.001,
297,-167.3157584799443,391,0.22566020663225933,0.001,
298,-46.3120450259176,1000,0.22453190559909803,0.001,
299,-41.906290979292116,1000,0.22340924607110255,0.001,
300,45.00670088215491,1000,0.22229219984074702,0.001,-178.36952094420712
